"Season","IsScoringPlay","AbsoluteYardLine","StadiumName","StadiumTurf","OutdoorStadium","StadiumType","GameWeather","Temperature","Humidity","WindSpeed","PlayDesc","KickerName"
2018,1,28,"Lambeau Field","DD Grassmaster",1,"Outdoor","Clear",37,55,"5","46 yard field goal is GOOD","Jamaal Money"
2006,0,19,"Soldier Field","Grass",1,"Outdoor","",46,46,"Calm","37 yard field goal is No Good","Jamaal Money"
2007,1,27,"Lincoln Financial Field","Grass",1,"Outdoor","Sunny",75,38,"7","45 yard field goal is GOOD","Jamaal Money"
2005,1,19,"Soldier Field","Grass",1,"Outdoor","Partly sunny. Wind advisory until 6pm.",51,56,"26, gusting to 47","37 yard field goal is GOOD","Jamaal Money"
2009,1,10,"Ford Field","AstroTurf",0,"Indoors","Controlled Climate",70,68,"","28 yard field goal is GOOD","Jamaal Money"
2011,1,23,"Soldier Field","Grass",1,"Outdoor","Partly Cloudy",76,57,"7","41 yard field goal is GOOD","Jamaal Money"
2009,1,11,"Soldier Field","Grass",1,"Outdoor","Partly Cloudy, Temps in the low 50s.",50,46,"8","29 yard field goal is GOOD","Jamaal Money"
2015,1,28,"Soldier Field","Bluegrass",1,"Outdor","Sunny",29,57,"9","46 yard field goal is GOOD","Jamaal Money"
2012,1,21,"Soldier Field","Bluegrass",1,"Outdoor","Cloudy",63,89,"8","39 yard field goal is GOOD","Jamaal Money"
2009,1,27,"Soldier Field","Grass",1,"Outdoor","Cloudy, temps in upper 40s",47,87,"5","45 yard field goal is GOOD","Jamaal Money"
2016,1,23,"Lincoln Financial Field","Bermuda (Sep-Oct) / Bluegrass (Nov Ð Jan)",1,"Outdoor","Partly Cloudy",40,56,"10","41 yard field goal is GOOD","Jamaal Money"
2011,1,33,"Soldier Field","Grass",1,"Outdoor","Clear, winds gusting to 20mph",56,48,"11","51 yard field goal is GOOD","Jamaal Money"
2006,1,23,"Soldier Field","Grass",1,"Outdoor","Mostly clear, late showers possible",69,45,"5","41 yard field goal is GOOD","Jamaal Money"
2014,1,27,"Bank of America Stadium","Bermuda Grass",1,"Outdoors","Sunny",60,36,"7","45 yard field goal is GOOD","Jamaal Money"
2005,1,7,"Soldier Field","Grass",1,"Outdoor","Mostly Sunny",26,68,"12","25 yard field goal is GOOD","Jamaal Money"
2017,0,28,"FedEx Field","Bermuda Grass",1,"Outdoor","Cloudy",68,85,"4","47 yard field goal is No Good","Jamaal Money"
2012,1,4,"Cowboys Stadium","Sportsfield",1,"Indoor","Sunny skies",80,28,"3","21 yard field goal is GOOD","Jamaal Money"
2008,1,13,"Soldier Field","Grass",1,"Outdoor","Cloudy",2,77,"9","31 yard field goal is GOOD","Jamaal Money"
2010,1,2,"Hubert H. Humphrey Metrodome","AstroTurf",0,"","Snow",23,0,"17","20 yard field goal is GOOD","Jamaal Money"
2012,1,13,"EverBank Stadium","Bermuda Grass",1,"Open","Cloudy",88,53,"3","31 yard field goal is GOOD","Jamaal Money"
2007,1,20,"Soldier Field","Grass",1,"Outdoor","Clear. Highs near 70.",70,30,"11","38 yard field goal is GOOD","Jamaal Money"
2016,1,21,"MetLife Stadium","Turf (UBU-Speed Series)",1,"","Cloudy",32,95,"0","39 yard field goal is GOOD","Jamaal Money"
2011,1,9,"Hubert H. Humphrey Metrodome","AstroTurf",0,"Indoors","",65,0,"","27 yard field goal is GOOD","Jamaal Money"
2014,0,29,"Soldier Field","Bluegrass",1,"Outdoor","Cloudy, flurries",31,76,"12","47 yard field goal is No Good","Jamaal Money"
2007,1,13,"Soldier Field","Grass",1,"Outdoor","Partly cloudy, windy with strong gusts, chance of snow squalls",16,73,"22","31 yard field goal is GOOD","Jamaal Money"
2008,1,27,"Ford Field","AstroTurf",0,"Indoors","Controlled Climate",68,70,"","45 yard field goal is GOOD","Jamaal Money"
2008,1,18,"Soldier Field","Grass",1,"Outdoor","Mostly Cloudy, Temps to upper teens.",19,43,"8","36 yard field goal is GOOD","Jamaal Money"
2015,1,8,"Raymond James Stadium","Bermuda Grass",1,"Outdoor","Cloudy",83,59,"13","26 yard field goal is GOOD","Jamaal Money"
2005,1,15,"Soldier Field","Grass",1,"Outdoor","Mostly Cloudy, winds from W 5-10, high mid-40s",45,72,"7","33 yard field goal is GOOD","Jamaal Money"
2009,1,20,"Hubert H. Humphrey Metrodome","AstroTurf",0,"","67",NA,0,"","38 yard field goal is GOOD","Jamaal Money"
2018,1,21,"Arrowhead Stadium","Bermuda Grass",1,"Outdoor","Clear and sunny",70,64,"4","39 yard field goal is GOOD","Jamaal Money"
2013,1,22,"Soldier Field","Bluegrass",1,"Outdoor","Clear",63,74,"10","40 yard field goal is GOOD","Jamaal Money"
2015,1,33,"Soldier Field","Bluegrass",1,"Outdoor","Mostly sunny",70,47,"6","51 yard field goal is GOOD","Jamaal Money"
2017,1,29,"Los Angeles Coliseum","Grass",1,"Outdoor","Sunny",67,43,"3","48 yard field goal is GOOD","Jamaal Money"
2013,1,9,"Lambeau Field","DD Grassmaster",1,"Outdoor","Cloudy",49,77,"14","27 yard field goal is GOOD","Jamaal Money"
2015,1,11,"Ford Field","Field Turf (Slit Film)",0,"Indoors","Controlled  Climate",68,70,"","29 yard field goal is GOOD","Jamaal Money"
2008,1,23,"Soldier Field","Grass",1,"Outdoor","Cloudy, skies clearing into evening.",65,75,"8","41 yard field goal is GOOD","Jamaal Money"
2017,1,30,"Levi's Stadium","Bermuda Grass",1,"Outdoor","Sunny",65,17,"12-22","48 yard field goal is GOOD","Jamaal Money"
2015,1,19,"Edward Jones Dome","Astro Turf Magic Carpet II",0,"Dome","",NA,0,"","37 yard field goal is GOOD","Jamaal Money"
2013,1,7,"Soldier Field","Bluegrass",1,"Outdoor","Mostly Sunny",47,51,"6","25 yard field goal is GOOD","Jamaal Money"
2017,1,32,"Levi's Stadium","Bermuda Grass",1,"Outdoor","Sunny",65,17,"12-22","50 yard field goal is GOOD","Jamaal Money"
2017,1,19,"CenturyLink Field","Field Turf",1,"Outdoor","Mostly Cloudy",65,60,"12","37 yard field goal is GOOD","Jamaal Money"
2005,1,17,"Soldier Field","Grass",1,"Outdoor","Mostly Sunny",26,68,"12","35 yard field goal is GOOD","Jamaal Money"
2009,0,30,"Soldier Field","Grass",1,"Outdoor","Cloudy, temps in upper 40s",47,87,"5","48 yard field goal is BLOCKED","Jamaal Money"
2017,1,27,"Levi's Stadium","Bermuda Grass",1,"Outdoor","Sunny",65,17,"12-22","45 yard field goal is GOOD","Jamaal Money"
2015,0,32,"Soldier Field","Bluegrass",1,"Outdoors","Cloudy, chance of rain increasing up to 75% during game.",62,80,"12","50 yard field goal is No Good","Jamaal Money"
2010,1,20,"Soldier Field","Grass",1,"Outdoor","Partly Cloudy, wind gusts up to 29 mph",44,57,"22","37 yard field goal is GOOD","Jamaal Money"
2013,1,32,"Lincoln Financial Field","Bermuda (Sep-Oct) / Bluegrass (Nov Ð Jan)",1,"Outdoor","Cloudy",62,82,"11","50 yard field goal is GOOD","Jamaal Money"
2007,1,13,"Lincoln Financial Field","Grass",1,"Outdoor","Sunny",75,38,"7","31 yard field goal is GOOD","Jamaal Money"
2017,1,24,"Levi's Stadium","Bermuda Grass",1,"Outdoor","Sunny",61,48,"8","42 yard field goal is GOOD","Jamaal Money"
2007,1,21,"Soldier Field","Grass",1,"Outdoor","Mostly sunny turning cloudy during afternoon.",30,89,"2","39 yard field goal is GOOD","Jamaal Money"
2010,1,19,"Soldier Field","Grass",1,"Outdoor","Cloudy, occasional flurries, steady temps.",33,85,"9","37 yard field goal is GOOD","Jamaal Money"
2015,1,5,"Ford Field","Field Turf (Slit Film)",0,"Indoors","Controlled  Climate",68,70,"","23 yard field goal is GOOD","Jamaal Money"
2012,1,8,"Soldier Field","Bluegrass",1,"Outdoor","Partly Cloudy",67,66,"13","26 yard field goal is GOOD","Jamaal Money"
2013,1,9,"Soldier Field","Bluegrass",1,"Outdoor","Sunny",60,49,"10","27 yard field goal is GOOD","Jamaal Money"
2008,1,20,"Soldier Field","Grass",1,"Outdoor","Cloudy",2,77,"9","38 yard field goal is GOOD","Jamaal Money"
2010,1,36,"Ford Field","AstroTurf",0,"Indoors","Controlled Climate",68,70,"","54 yard field goal is GOOD","Jamaal Money"
2011,1,5,"Soldier Field","Grass",1,"Outdoor","Partly Cloudy",76,57,"7","23 yard field goal is GOOD","Jamaal Money"
2018,1,17,"Arrowhead Stadium","Bermuda Grass",1,"Outdoor","Clear and sunny",70,64,"4","35 yard field goal is GOOD","Jamaal Money"
2012,1,14,"EverBank Stadium","Bermuda Grass",1,"Open","Cloudy",88,53,"3","32 yard field goal is GOOD","Jamaal Money"
2017,1,20,"Levi's Stadium","Bermuda Grass",1,"Outdoor","Sunny",65,17,"12-22","38 yard field goal is GOOD","Jamaal Money"
2016,1,17,"Lincoln Financial Field","Bermuda (Sep-Oct) / Bluegrass (Nov Ð Jan)",1,"Outdoor","Partly Cloudy",40,56,"10","35 yard field goal is GOOD","Jamaal Money"
2015,0,18,"Soldier Field","Bluegrass",1,"Outdoor","Sunny",50,55,"5","36 yard field goal is No Good","Jamaal Money"
2014,1,7,"Georgia Dome","Field Turf",0,"Indoor, Fixed Roof","",NA,0,"","25 yard field goal is GOOD","Jamaal Money"
2013,1,10,"Ford Field","Field Turf",0,"Indoors","Controlled Climate",68,70,"","28 yard field goal is GOOD","Jamaal Money"
2010,0,24,"Ralph Wilson Stadium","AstroTurf-8",1,"Indoors","Controlled environment",NA,0,"","42 yard field goal is No Good","Jamaal Money"
2011,1,17,"Soldier Field","Grass",1,"Outdoor","Cloudy",69,44,"22","35 yard field goal is GOOD","Jamaal Money"
2005,1,10,"Louisiana Superdome","AstroTurf",0,"Outdoors","Sunny",85,51,"0","28 yard field goal is GOOD","Jamaal Money"
2011,1,8,"Soldier Field","Grass",1,"Outdoor","Clear, winds gusting to 20mph",56,48,"11","26 yard field goal is GOOD","Jamaal Money"
2011,1,17,"Lambeau Field","Grass",1,"Outdoor","Cloudy",37,64,"13","35 yard field goal is GOOD","Jamaal Money"
2012,1,27,"Lambeau Field","DD Grassmaster",1,"Outdoor","Cloudy",60,67,"0","45 yard field goal is GOOD","Jamaal Money"
2011,0,23,"Soldier Field","Grass",1,"Outdoor","Cloudy, wind gusts to 26 mph, temps to mid 40s",46,79,"17","41 yard field goal is No Good","Jamaal Money"
2005,1,2,"Ford Field","AstroTurf",0,"Indoors","Artificially Controlled",68,70,"","20 yard field goal is GOOD","Jamaal Money"
2015,1,3,"Lambeau Field","DD Grassmaster",1,"Outdoor","Rain",39,92,"19","21 yard field goal is GOOD","Jamaal Money"
2014,1,5,"Soldier Field","Bluegrass",1,"Outdoor","Partly Cloudy",70,67,"3","23 yard field goal is GOOD","Jamaal Money"
2014,1,19,"Soldier Field","Bluegrass",1,"Outdoor","Sunny",74,45,"3","37 yard field goal is GOOD","Jamaal Money"
2015,1,20,"Ford Field","Field Turf (Slit Film)",0,"Indoors","Controlled  Climate",68,70,"","38 yard field goal is GOOD","Jamaal Money"
2005,1,21,"Soldier Field","Grass",1,"Outdoor","Mostly Cloudy, winds from W 5-10, high mid-40s",45,72,"7","39 yard field goal is GOOD","Jamaal Money"
2007,1,29,"Seahawks Stadium","Artificial Turf",1,"Outdoor","Cloudy",46,80,"1","47 yard field goal is GOOD","Jamaal Money"
2006,1,14,"Gillette Stadium","Grass",1,"Outdoor","Cloudy",54,62,"7","32 yard field goal is GOOD","Jamaal Money"
2006,1,18,"Soldier Field","Grass",1,"Outdoor","Mostly clear, late showers possible",69,45,"5","36 yard field goal is GOOD","Jamaal Money"
2008,1,10,"Soldier Field","Grass",1,"Outdoor","Partly Cloudy, Wind Gusts to 26 mph, Temps to mid 20s.",28,60,"11","28 yard field goal is GOOD","Jamaal Money"
2009,1,10,"Soldier Field","Grass",1,"Outdoor","Cloudy, temps in upper 40s",47,87,"5","28 yard field goal is GOOD","Jamaal Money"
2016,1,22,"FedEx Field","Bermuda Grass",1,"Outdoor","Sunny",53,51,"1","40 yard field goal is GOOD","Jamaal Money"
2017,1,16,"CenturyLink Field","Field Turf",1,"Outdoor","Mostly Cloudy",65,60,"12","34 yard field goal is GOOD","Jamaal Money"
2017,1,33,"FedEx Field","Bermuda Grass",1,"Outdoor","Cloudy",68,85,"4","52 yard field goal is GOOD","Jamaal Money"
2016,1,11,"Lincoln Financial Field","Bermuda (Sep-Oct) / Bluegrass (Nov Ð Jan)",1,"Outdoor","Partly Cloudy",40,56,"10","29 yard field goal is GOOD","Jamaal Money"
2010,1,16,"Soldier Field","Grass",1,"Outdoor","Sunny, temps to mid 60s",61,49,"9","34 yard field goal is GOOD","Jamaal Money"
2006,0,19,"Edward Jones Dome","AstroTurf",0,"Indoor","",NA,0,"","37 yard field goal is No Good","Jamaal Money"
2018,1,24,"Lambeau Field","DD Grassmaster",1,"Outdoor","Clear",37,55,"5","43 yard field goal is GOOD","Jamaal Money"
2014,1,10,"Georgia Dome","Field Turf",0,"Indoor, Fixed Roof","",NA,0,"","28 yard field goal is GOOD","Jamaal Money"
2013,1,20,"Soldier Field","Bluegrass",1,"Outdoor","Cloudy, Wind Gusts to 34 mph, Showers and Thunderstorms Expected",68,82,"17","38 yard field goal is GOOD","Jamaal Money"
2012,1,36,"Soldier Field","Bluegrass",1,"Outdoor","Partly cloudy, temps to upper 50s.",56,42,"10","54 yard field goal is GOOD","Jamaal Money"
2009,1,9,"Soldier Field","Grass",1,"Outdoor","Sunny to Partly Cloudy, temps to mid-upper 30s.",36,56,"8","27 yard field goal is GOOD","Jamaal Money"
2006,0,31,"Edward Jones Dome","AstroTurf",0,"Indoor","",NA,0,"","49 yard field goal is No Good","Jamaal Money"
2005,0,29,"Louisiana Superdome","AstroTurf",0,"Outdoors","Sunny",85,51,"0","47 yard field goal is No Good","Jamaal Money"
2011,1,8,"Soldier Field","Grass",1,"Outdoor","Partly Cloudy",76,57,"7","26 yard field goal is GOOD","Jamaal Money"
2007,1,29,"Hubert H. Humphrey Metrodome","AstroTurf",0,"Indoor","",65,0,"","47 yard field goal is GOOD","Jamaal Money"
2008,1,8,"Soldier Field","Grass",1,"Outdoor","Partly Cloudy, temps to low 60s.",58,50,"17","26 yard field goal is GOOD","Jamaal Money"
2006,1,31,"The Meadowlands","Sport Grass",1,"Outdoor","Intermittent Rain",48,81,"9","49 yard field goal is GOOD","Jamaal Money"
2017,1,24,"Levi's Stadium","Bermuda Grass",1,"Outdoor","cloudy",66,68,"12","42 yard field goal is GOOD","Jamaal Money"
2010,1,6,"Soldier Field","Grass",1,"Outdoor","Sunny, temps to mid 60s",61,49,"9","24 yard field goal is GOOD","Jamaal Money"
2010,0,36,"Soldier Field","Grass",1,"Outdoor","Sunny, temps to mid 60s",61,49,"9","54 yard field goal is BLOCKED","Jamaal Money"
2015,1,9,"Ford Field","Field Turf (Slit Film)",0,"Indoors","Controlled  Climate",68,70,"","27 yard field goal is GOOD","Jamaal Money"
2017,1,16,"Soldier Field","Bluegrass",1,"Outdoor","Sunny",54,44,"6","34 yard field goal is GOOD","Jamaal Money"
2008,1,16,"Soldier Field","Grass",1,"Outdoor","Mostly Cloudy, Temps to upper teens.",19,43,"8","35 yard field goal is GOOD","Jamaal Money"
2005,0,30,"Cleveland Browns Stadium","Grass",1,"Outdoor","Cloudy",52,83,"6-13","48 yard field goal is No Good","Jamaal Money"
2007,1,31,"Seahawks Stadium","Artificial Turf",1,"Outdoor","Cloudy",46,80,"1","48 yard field goal is GOOD","Jamaal Money"
2017,1,17,"NRG Stadium","Bermuda Grass (Tray)",1,"Retractable Roof","Sunny",NA,30,"0","35 yard field goal is GOOD","Jamaal Money"
2007,0,34,"Ford Field","AstroTurf",0,"Indoor","Controlled Climate",68,70,"","52 yard field goal is BLOCKED","Jamaal Money"
2009,0,30,"Soldier Field","Grass",1,"Outdoor","Partly Cloudy, temps to mid 60s.",65,71,"12","48 yard field goal is BLOCKED","Jamaal Money"
2017,1,26,"Levi's Stadium","Bermuda Grass",1,"Outdoor","Clear",87,43,"8","44 yard field goal is GOOD","Jamaal Money"
2009,0,2,"Soldier Field","Grass",1,"Outdoor","Partly Cloudy, temps to upper 50s.",53,70,"14","20 yard field goal is GOOD","Jamaal Money"
2016,1,17,"Lincoln Financial Field","Bermuda (Sep-Oct) / Bluegrass (Nov Ð Jan)",1,"Outdoor","Partly Cloudy",40,56,"10","35 yard field goal is GOOD","Jamaal Money"
2005,0,25,"Soldier Field","Grass",1,"Outdoor","Mostly Sunny",26,68,"12","43 yard field goal is No Good","Jamaal Money"
2017,1,15,"Los Angeles Coliseum","Grass",1,"Outdoor","Sunny",67,43,"3","33 yard field goal is GOOD","Jamaal Money"
2010,0,31,"Soldier Field","Grass",1,"Outdoor","Mostly Clear",56,75,"6","49 yard field goal is No Good","Jamaal Money"
2008,0,31,"Soldier Field","Grass",1,"Outdoor","Partly cloudy, chance of isolated afternoon thunderstorms",76,68,"5","49 yard field goal is No Good","Jamaal Money"
2016,1,29,"MetLife Stadium","Turf (UBU-Speed Series)",1,"","Rain",55,100,"1","47 yard field goal is GOOD","Jamaal Money"
2014,1,17,"Ford Field","Field Turf",0,"Indoors","Controlled Climate",68,70,"","35 yard field goal is GOOD","Jamaal Money"
2008,1,19,"Ford Field","AstroTurf",0,"Indoors","Controlled Climate",68,70,"","37 yard field goal is GOOD","Jamaal Money"
2009,1,10,"Soldier Field","Grass",1,"Outdoor","Cloudy, temps in upper 40s",47,87,"5","28 yard field goal is GOOD","Jamaal Money"
2010,1,29,"Land Shark Stadium","Grass (PAT)",1,"Outdoor","Clear",75,77,"8","47 yard field goal is GOOD","Jamaal Money"
2007,1,4,"FedEx Field","Grass",1,"Outdoor","Clear",26,84,"Calm","22 yard field goal is GOOD","Jamaal Money"
2009,1,34,"Soldier Field","Grass",1,"Outdoor","Partly Cloudy, temps to upper 50s.",53,70,"14","52 yard field goal is GOOD","Jamaal Money"
2012,1,4,"Soldier Field","Bluegrass",1,"Outdoor","Partly cloudy, temps to upper 50s.",56,42,"10","22 yard field goal is GOOD","Jamaal Money"
2008,1,23,"Lucas Oil Stadium","AstroTurf",0,"Retractable Roof","Mostly cloudy",74,51,"12","41 yard field goal is GOOD","Jamaal Money"
2017,1,10,"Levi's Stadium","Bermuda Grass",1,"Outdoor","Sunny",65,17,"12-22","28 yard field goal is GOOD","Jamaal Money"
2006,1,14,"Soldier Field","Grass",1,"Outdoor","",56,80,"5-10","32 yard field goal is GOOD","Jamaal Money"
2017,1,22,"Lucas Oil Stadium","Field Turf",0,"Retr. Roof-Closed","Cloudy",68,60,"12","40 yard field goal is GOOD","Jamaal Money"
2011,1,12,"Lambeau Field","Grass",1,"Outdoor","Cloudy",37,64,"13","30 yard field goal is GOOD","Jamaal Money"
2013,1,7,"Ford Field","Field Turf",0,"Indoors","Controlled Climate",68,70,"","25 yard field goal is GOOD","Jamaal Money"
2010,1,25,"Bank of America Stadium","Grass",1,"Outdoors","Sunny",81,29,"2","43 yard field goal is GOOD","Jamaal Money"
2015,0,28,"Qualcomm Stadium","Bermuda Grass",1,"","Cloudy",63,67,"9","47 yard field goal is No Good","Jamaal Money"
2017,1,30,"Levi's Stadium","Bermuda Grass",1,"Outdoor","Mostly Sunny",68,42,"13","48 yard field goal is GOOD","Jamaal Money"
2010,1,35,"Bank of America Stadium","Grass",1,"Outdoors","Sunny",81,29,"2","53 yard field goal is GOOD","Jamaal Money"
2012,1,17,"Soldier Field","Bluegrass",1,"Outdoor","Partly Cloudy",67,66,"13","35 yard field goal is GOOD","Jamaal Money"
2013,1,34,"Soldier Field","Bluegrass",1,"Outdoor","Clear",63,74,"10","52 yard field goal is GOOD","Jamaal Money"
2006,1,12,"Lambeau Field","Grass",1,"Outdoor","Cloudy",62,55,"12","30 yard field goal is GOOD","Jamaal Money"
2017,1,22,"CenturyLink Field","Field Turf",1,"Outdoor","Mostly Cloudy",65,60,"12","40 yard field goal is GOOD","Jamaal Money"
2013,1,2,"Soldier Field","Bluegrass",1,"Outdoor","Rain",60,76,"6","20 yard field goal is GOOD","Jamaal Money"
2005,0,21,"Soldier Field","Grass",1,"Outdoor","Partly sunny. Wind advisory until 6pm.",51,56,"26, gusting to 47","39 yard field goal is No Good","Jamaal Money"
2010,1,12,"Lambeau Field","Grass",1,"Outdoor","Clear",19,49,"14","30 yard field goal is GOOD","Jamaal Money"
2008,1,23,"Soldier Field","Grass",1,"Outdoors","Mostly cloudy with a 30 percent chance of showers. Highs in the mid-60s",60,65,"9","41 yard field goal is GOOD","Jamaal Money"
2007,1,13,"Seahawks Stadium","Artificial Turf",1,"Outdoor","Cloudy",46,80,"1","31 yard field goal is GOOD","Jamaal Money"
2008,1,17,"Lambeau Field","Grass",1,"Outdoor","Mostly Cloudy",33,61,"15","35 yard field goal is GOOD","Jamaal Money"
2008,1,10,"Soldier Field","Grass",1,"Outdoor","Partly cloudy, chance of isolated afternoon thunderstorms",76,68,"5","28 yard field goal is GOOD","Jamaal Money"
2016,1,12,"Los Angeles Coliseum","Grass",0,"Outdoor","Sunny intervals",55,61,"12","29 yard field goal is GOOD","Jamaal Money"
2007,0,3,"Ford Field","AstroTurf",0,"Indoor","Controlled Climate",68,70,"","21 yard field goal is GOOD","Jamaal Money"
2005,1,26,"Cleveland Browns Stadium","Grass",1,"Outdoor","Cloudy",52,83,"6-13","44 yard field goal is GOOD","Jamaal Money"
2014,1,6,"MetLife Stadium","Turf (UBU-Speed Series)",1,"Outdoor","Clear",60,47,"10","24 yard field goal is GOOD","Jamaal Money"
2017,1,7,"NRG Stadium","Bermuda Grass (Tray)",1,"Retractable Roof","Sunny",NA,30,"0","25 yard field goal is GOOD","Jamaal Money"
2008,1,18,"Soldier Field","Grass",1,"Outdoor","Partly Cloudy, Wind Gusts to 26 mph, Temps to mid 20s.",28,60,"11","35 yard field goal is GOOD","Jamaal Money"
2015,1,19,"Soldier Field","Bluegrass",1,"Outdor","Sunny",29,57,"9","37 yard field goal is GOOD","Jamaal Money"
2006,1,7,"Soldier Field","Grass",1,"Outdoor","",46,46,"Calm","25 yard field goal is GOOD","Jamaal Money"
2013,1,40,"Soldier Field","Bluegrass",1,"Outdoor","Cloudy",73,79,"11","58 yard field goal is GOOD","Jamaal Money"
2008,1,14,"Georgia Dome","AstroTurf",0,"Indoor","Indoors",73,0,"","32 yard field goal is GOOD","Jamaal Money"
2010,1,5,"Soldier Field","Grass",1,"Outdoor","Partly Cloudy",45,57,"16","23 yard field goal is GOOD","Jamaal Money"
2015,1,21,"Raymond James Stadium","Bermuda Grass",1,"Outdoor","Cloudy",83,59,"13","39 yard field goal is GOOD","Jamaal Money"
2011,0,31,"Lambeau Field","Grass",1,"Outdoor","Cloudy",37,64,"13","49 yard field goal is No Good","Jamaal Money"
2013,1,28,"Soldier Field","Bluegrass",1,"Outdoor","Cloudy, Wind Gusts to 34 mph, Showers and Thunderstorms Expected",68,82,"17","46 yard field goal is GOOD","Jamaal Money"
2008,1,25,"Soldier Field","Grass",1,"Outdoor","Partly cloudy, chance of isolated afternoon thunderstorms",76,68,"5","43 yard field goal is GOOD","Jamaal Money"
2011,1,7,"Raymond James Stadium","Grass",1,"Outdoors","Clear skies",62,54,"15","25 yard field goal is GOOD","Jamaal Money"
2009,1,20,"The Stadium at Candlestick Point","Grass",1,"Outdoor","Mostly clear skies",60,51,"18","38 yard field goal is GOOD","Jamaal Money"
2006,1,2,"The Meadowlands","Sport Grass",1,"Outdoor","Overcast",47,53,"5","20 yard field goal is GOOD","Jamaal Money"
2015,1,9,"Raymond James Stadium","Bermuda Grass",1,"Outdoor","Cloudy",83,59,"13","27 yard field goal is GOOD","Jamaal Money"
2007,0,18,"Lambeau Field","Grass",1,"Outdoor","Cloudy",79,68,"5","36 yard field goal is GOOD","Jamaal Money"
2007,1,26,"Lambeau Field","Grass",1,"Outdoor","Cloudy",79,68,"5","44 yard field goal is GOOD","Jamaal Money"
2010,0,25,"Soldier Field","Grass",1,"Outdoor","Partly Cloudy, wind gusts up to 29 mph",44,57,"22","43 yard field goal is No Good","Jamaal Money"
2016,1,4,"FedEx Field","Bermuda Grass",1,"Outdoor","Sunny",53,51,"1","22 yard field goal is GOOD","Jamaal Money"
2005,1,5,"Soldier Field","Grass",1,"Outdoors","Overcast with possible showers, high in the mid to upper 40s.",48,76,"6","23 yard field goal is GOOD","Jamaal Money"
2018,1,26,"Lambeau Field","DD Grassmaster",1,"Outdoor","Clear",37,55,"5","44 yard field goal is GOOD","Jamaal Money"
2017,1,30,"University Of Phoenix Stadium","Bermuda Grass",1,"Dome","Indoors",NA,0,"","48 yard field goal is GOOD","Jamaal Money"
2017,1,29,"University Of Phoenix Stadium","Bermuda Grass",1,"Dome","Indoors",NA,0,"","47 yard field goal is GOOD","Jamaal Money"
2010,1,13,"Soldier Field","Grass",1,"Outdoor","Sunny",75,45,"10","31 yard field goal is GOOD","Jamaal Money"
2010,1,10,"Bank of America Stadium","Grass",1,"Outdoors","Sunny",81,29,"2","28 yard field goal is GOOD","Jamaal Money"
2011,1,24,"Louisiana Superdome","AstroTurf",0,"Domed","Clear",80,50,"4","42 yard field goal is GOOD","Jamaal Money"
2006,1,29,"Gillette Stadium","Grass",1,"Outdoor","Cloudy",54,62,"7","46 yard field goal is GOOD","Jamaal Money"
2006,1,25,"Soldier Field","Grass",1,"Outdoor","",56,80,"5-10","42 yard field goal is GOOD","Jamaal Money"
2013,1,16,"Ford Field","Field Turf",0,"Indoors","Controlled Climate",68,70,"","34 yard field goal is GOOD","Jamaal Money"
2010,1,20,"Texas Stadium","Sportfield Turf",1,"Indoor","",NA,0,"","38 yard field goal is GOOD","Jamaal Money"
2015,1,32,"Soldier Field","Bluegrass",1,"Outdoor","Cloudy",55,83,"12","49 yard field goal is GOOD","Jamaal Money"
2007,1,29,"Soldier Field","Grass",1,"Outdoor","Clear. Highs near 70.",70,30,"11","47 yard field goal is GOOD","Jamaal Money"
2015,1,1,"Soldier Field","Bluegrass",1,"Outdoor","Cloudy",55,83,"12","19 yard field goal is GOOD","Jamaal Money"
2006,1,31,"Hubert H. Humphrey Metrodome","AstroTurf",0,"Indoor","66",NA,0,"","49 yard field goal is GOOD","Jamaal Money"
2010,1,6,"Land Shark Stadium","Grass (PAT)",1,"Outdoor","Clear",75,77,"8","24 yard field goal is GOOD","Jamaal Money"
2008,1,22,"Soldier Field","Grass",1,"Outdoor","Partly cloudy, chance of isolated afternoon thunderstorms",76,68,"5","40 yard field goal is GOOD","Jamaal Money"
2007,1,9,"Qualcomm Stadium","Grass",1,"Outdoor","Clear and Sunny",73,70,"8","27 yard field goal is GOOD","Jamaal Money"
2017,1,21,"University Of Phoenix Stadium","Bermuda Grass",1,"Dome","Indoors",NA,0,"","39 yard field goal is GOOD","Jamaal Money"
2005,1,17,"Soldier Field","Grass",1,"Outdoor","Clear, temps reaching single digits, diminishing winds",12,70,"8","35 yard field goal is GOOD","Jamaal Money"
2012,1,25,"Cowboys Stadium","Sportsfield",1,"Indoor","Sunny skies",80,28,"3","43 yard field goal is GOOD","Jamaal Money"
2005,1,20,"Ford Field","AstroTurf",0,"Indoors","Artificially Controlled",68,70,"","38 yard field goal is GOOD","Jamaal Money"
2009,1,3,"Lambeau Field","Grass",1,"Outdoor","Mostly Clear",76,59,"0","21 yard field goal is GOOD","Jamaal Money"
2009,1,4,"Paul Brown Stadium","Grass",1,"Outdoor","Partly Cloudy",61,40,"7","22 yard field goal is GOOD","Jamaal Money"
2007,1,4,"Lincoln Financial Field","Grass",1,"Outdoor","Sunny",75,38,"7","22 yard field goal is GOOD","Jamaal Money"
2009,1,31,"Soldier Field","Grass",1,"Outdoor","Cloudy, temps in upper 40s",47,87,"5","49 yard field goal is GOOD","Jamaal Money"
